record_id,source_row,historical_owner_original,historical_owner_id,activity_user_ids,ownership_status,was_inferred,inference_rule
49,50,,,[],no_activity,False,one_distinct_activity_user; duplicate_record_id_blocks_inference
50,51,,,[],no_activity,False,one_distinct_activity_user; duplicate_record_id_blocks_inference
51,52,,,[],no_activity,False,one_distinct_activity_user; duplicate_record_id_blocks_inference
52,53,,,[],no_activity,False,one_distinct_activity_user; duplicate_record_id_blocks_inference
53,54,,,[],no_activity,False,one_distinct_activity_user; duplicate_record_id_blocks_inference
54,55,,,[],no_activity,False,one_distinct_activity_user; duplicate_record_id_blocks_inference
55,56,,,[],no_activity,False,one_distinct_activity_user; duplicate_record_id_blocks_inference
56,57,,,[],no_activity,False,one_distinct_activity_user; duplicate_record_id_blocks_inference
57,58,,,[],no_activity,False,one_distinct_activity_user; duplicate_record_id_blocks_inference
58,59,,,[],no_activity,False,one_distinct_activity_user; duplicate_record_id_blocks_inference
59,60,,,[],no_activity,False,one_distinct_activity_user; duplicate_record_id_blocks_inference
60,61,,,[],no_activity,False,one_distinct_activity_user; duplicate_record_id_blocks_inference
61,62,,,[],no_activity,False,one_distinct_activity_user; duplicate_record_id_blocks_inference
62,63,,,[],no_activity,False,one_distinct_activity_user; duplicate_record_id_blocks_inference
63,64,,,[],no_activity,False,one_distinct_activity_user; duplicate_record_id_blocks_inference
64,65,,,[],no_activity,False,one_distinct_activity_user; duplicate_record_id_blocks_inference
65,66,,,[],no_activity,False,one_distinct_activity_user; duplicate_record_id_blocks_inference
66,67,,,[],no_activity,False,one_distinct_activity_user; duplicate_record_id_blocks_inference
67,68,,,[],no_activity,False,one_distinct_activity_user; duplicate_record_id_blocks_inference
68,69,,,[],no_activity,False,one_distinct_activity_user; duplicate_record_id_blocks_inference
69,70,,10,"[""10""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
70,71,,8,"[""8""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
71,72,,10,"[""10""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
72,73,,18,"[""18""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
73,74,,7,"[""7""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
74,75,,17,"[""17""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
75,76,,18,"[""18""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
76,77,,18,"[""18""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
77,78,,3,"[""3""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
78,79,,15,"[""15""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
79,80,,4,"[""4""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
80,81,,14,"[""14""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
81,82,,13,"[""13""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
82,83,,3,"[""3""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
83,84,,14,"[""14""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
84,85,,17,"[""17""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
85,86,,15,"[""15""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
86,87,,3,"[""3""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
87,88,,18,"[""18""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
88,89,,10,"[""10""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
89,90,,14,"[""14""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
90,91,,13,"[""13""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
91,92,,14,"[""14""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
92,93,,10,"[""10""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
93,94,,4,"[""4""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
94,95,,4,"[""4""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
95,96,,18,"[""18""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
96,97,,4,"[""4""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
97,98,,16,"[""16""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
98,99,,8,"[""8""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
99,100,,17,"[""17""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
100,101,,14,"[""14""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
101,102,,16,"[""16""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
102,103,,13,"[""13""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
103,104,,4,"[""4""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
104,105,,14,"[""14""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
105,106,,11,"[""11""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
106,107,,10,"[""10""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
107,108,,8,"[""8""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
108,109,,15,"[""15""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
109,110,,10,"[""10""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
110,111,,18,"[""18""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
111,112,,8,"[""8""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
112,113,,18,"[""18""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
113,114,,4,"[""4""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
114,115,,3,"[""3""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
115,116,,7,"[""7""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
116,117,,4,"[""4""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
117,118,,8,"[""8""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
118,119,,13,"[""13""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
119,120,,15,"[""15""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
120,121,,16,"[""16""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
121,122,,13,"[""13""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
122,123,,3,"[""3""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
123,124,,17,"[""17""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
124,125,,13,"[""13""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
125,126,,14,"[""14""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
126,127,,15,"[""15""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
127,128,,14,"[""14""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
128,129,,18,"[""18""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
129,130,,18,"[""18""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
130,131,,8,"[""8""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
131,132,,15,"[""15""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
132,133,,10,"[""10""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
133,134,,15,"[""15""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
134,135,,18,"[""18""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
135,136,,13,"[""13""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
136,137,,4,"[""4""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
137,138,,3,"[""3""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
138,139,,10,"[""10""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
139,140,,15,"[""15""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
140,141,,7,"[""7""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
141,142,,6,"[""6""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
142,143,,18,"[""18""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
143,144,,10,"[""10""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
144,145,,18,"[""18""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
145,146,,8,"[""8""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
146,147,,8,"[""8""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
147,148,,16,"[""16""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
148,149,,4,"[""4""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
149,150,,4,"[""4""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
150,151,,8,"[""8""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
151,152,,8,"[""8""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
152,153,,6,"[""6""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
153,154,,8,"[""8""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
154,155,,10,"[""10""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
155,156,,8,"[""8""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
156,157,,13,"[""13""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
157,158,,8,"[""8""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
158,159,,6,"[""6""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
159,160,,13,"[""13""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
160,161,,13,"[""13""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
161,162,,8,"[""8""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
162,163,,14,"[""14""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
163,164,,4,"[""4""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
164,165,,4,"[""4""]",inferred,True,one_distinct_activity_user; duplicate_record_id_blocks_inference
165,166,,,[],no_activity,False,one_distinct_activity_user; duplicate_record_id_blocks_inference
166,167,,,[],no_activity,False,one_distinct_activity_user; duplicate_record_id_blocks_inference
167,168,,,[],no_activity,False,one_distinct_activity_user; duplicate_record_id_blocks_inference
